id,age,income,tenure9,district
5646,,,3.91,1200
5647,7,3,8.58,1200
5648,7,3,0.5,1300
5649,,,12.75,1100
5650,,4,4.91,1200
5651,7,5,18.58,1200
5652,,,10.66,1100
5653,7,2,17,1100
5654,,,6.58,1300
5655,5,5,28.25,1100
5656,,,2.25,1200
5657,7,7,17.66,1200
5658,2,3,4,1300
5659,,6,1.58,1200
5660,4,8,7.91,1100
5661,,,4.75,1200
5662,,,16.08,1200
5663,5,4,17.58,1300
5664,6,,2.91,1200
5665,5,8,16.75,1300
5666,3,9,1.58,1200
5667,2,7,3,1200
5668,3,8,2.5,1300
5669,,,1.91,1200
5670,1,1,0.91,1100
5671,4,9,1.33,1300
5672,1,2,0.41,1100
5673,7,6,13.75,1200
5674,3,6,2.41,1300
5675,2,4,6.66,1200
5676,6,1,11,1100
5677,3,5,15.75,1200
5678,,,10.08,1200
5679,3,8,19.33,1200
5680,3,7,10.91,1200
5681,,,0.58,1200
5682,6,6,7.58,1200
5683,2,5,6.75,1200
5684,3,7,11.91,1200
5685,7,3,15.91,1200
5686,3,7,1.58,1200
5687,3,7,3.66,1200
5688,,,2.5,1100
5689,5,5,5.41,1200
5690,,,3.41,1200
5691,3,3,8.83,1200
5692,,6,5.08,1200
5693,2,,14.75,1200
5694,2,6,6.33,1200
5695,5,6,11.75,1200
5696,,,4.08,1200
5697,5,6,1.16,1300
5698,,,7.41,1200
5699,1,4,6.91,1200
5700,4,6,24.33,1200
5701,1,1,6.5,1300
5702,4,8,16.41,1200
5703,2,9,10.83,1200
5704,2,1,5.25,1300
5705,5,1,0.91,1200
5706,4,3,1.91,1100
5707,3,5,7,1200
5708,4,4,12.33,1200
5709,4,8,3.66,1200
5710,2,6,10.75,1200
5711,6,6,19.83,1200
5712,4,8,2.66,1300
5713,7,5,4.58,1200
5714,4,5,14.5,1200
5715,,,23.33,1200
5716,,,11.83,1200
5717,4,6,1.66,1300
5718,5,5,24,1200
5719,,,5.25,1200
5720,,,2.58,1200
5721,4,9,6.58,1200
5722,6,6,17.5,1200
5723,,,17,1200
5724,,,2.41,1200
5725,,,12.91,1200
5726,3,8,0.66,1200
5727,2,9,2.33,1200
5728,,,2.83,1100
5729,5,7,30.08,1200
5730,4,6,7.58,1200
5731,5,7,11.83,1300
5732,,,6.41,1200
5733,,,7.41,1200
5734,6,8,9.33,1200
5735,5,6,22.83,1200
5736,4,4,2.66,1200
5737,2,1,1.5,1200
5738,7,4,22.16,1200
5739,,,0.25,1200
5740,6,6,0.5,1200
5741,4,9,20.58,1200
5742,,,18.41,1200
5743,,,11.41,1200
5744,6,6,16.66,1200
5745,5,8,19.16,1200
5746,4,6,8.33,1200
5747,7,3,29.58,1200
5748,2,6,8.16,1200
5749,6,,7.58,1200
5750,3,9,4.58,1200
5751,7,6,2.08,1300
5752,7,8,23.66,1200
5753,,,30.5,1200
5754,2,9,3.83,1200
5755,7,6,32.25,1200
5756,7,1,2.25,1100
5757,,,4.91,1300
5758,4,6,13.58,1200
5759,4,6,26,1200
5760,6,2,24.08,1100
5761,6,6,9.08,1100
5762,5,5,6.33,1100
5763,,,3.83,1200
5764,,,30.66,1200
5765,3,9,15.41,1200
5766,5,4,15.16,1200
5767,,,7.08,1300
5768,,,0.66,1200
5769,3,6,6.91,1100
5770,,,10,1200
5771,,,17.66,1300
5772,4,6,11,1200
5773,3,6,9.33,1200
5774,3,4,5.91,1200
5775,3,,8,1300
5776,4,9,2.58,1200
5777,3,7,4,1300
5778,,,1,1100
5779,3,5,4.66,1200
5780,2,6,10.66,1100
5781,7,7,2.5,1200
5782,6,1,17.33,1200
5783,,,0.83,1200
5784,5,4,26.33,1300
5785,6,3,31.75,1200
5786,2,7,0.91,1300
5787,3,7,10.66,1200
5788,,,14.83,1200
5789,6,3,18.83,1200
5790,,,8.33,1200
5791,4,5,5.91,1200
5792,7,5,33,1100
5793,4,7,9.58,1200
5794,,,1.83,1200
5795,1,,7.75,1200
5796,5,6,15,1200
5797,,,9.08,1200
5798,,,16,1200
5799,3,7,10.58,1200
5800,6,9,6.08,1200
5801,,,4.5,1200
5802,4,3,4.75,1300
5803,5,8,1.58,1200
5804,4,6,26.5,1200
5805,,,4.58,1200
5806,4,7,4.5,1200
5807,3,6,20,1200
5808,,,1.16,1200
5809,,,1.66,1300
5810,7,4,2.66,1200
5811,,,2.91,1300
5812,3,9,2.91,1200
5813,4,5,20.41,1200
5814,,,1.83,1200
5815,1,3,0.25,1200
5816,,4,7,1200
5817,3,5,1.41,1300
5818,2,4,3.5,1100
5819,4,6,13,1200
5820,2,7,7.08,1100
5821,6,9,2.66,1200
5822,6,5,30.16,1100
5823,6,4,11.83,1200
5824,4,6,22.83,1200
5825,6,4,33,1200
5826,3,3,1.91,1100
5827,4,7,16.08,1300
5828,,,6.5,1200
5829,4,1,3.66,1300
5830,4,7,7.83,1200
5831,3,6,18.08,1200
5832,,,26.58,1300
5833,5,7,5.41,1200
5834,,,1.41,1200
5835,4,6,14.41,1200
5836,5,9,9.5,1200
5837,3,6,21.5,1200
5838,,,5.33,1200
5839,6,4,15.83,1100
5840,2,8,7.41,1200
5841,,,0.66,1200
5842,,,8,1200
5843,,,6.41,1200
5844,,,0.41,1200
5845,,,2.58,1200
5846,,,30.08,1200
5847,7,6,9.75,1200
5848,6,9,16.5,1200
5849,7,6,15.58,1200
5850,,,25.33,1100
5851,,,0.33,1200
5852,4,6,12.75,1200
5853,3,1,2.83,1300
5854,3,9,7.08,1200
5855,3,6,7.58,1200
5856,3,6,2.5,1200
5857,7,5,32.66,1300
5858,,,4.33,1100
5859,4,5,19,1200
5860,2,4,6.33,1200
5861,4,3,22.91,1300
5862,,,3.75,1200
5863,4,7,1.83,1200
5864,1,,5.25,1300
5865,6,5,7.41,1200
5866,2,9,3,1200
5867,5,8,22.33,1200
5868,3,7,5,1200
5869,3,6,2.5,1200
5870,,,10.25,1200
5871,4,4,8.83,1300
5872,2,7,7.25,1200
5873,,,6.33,1200
5874,3,6,3.83,1300
5875,4,9,8,1200
5876,4,6,20.91,1300
5877,6,3,11.25,1300
5878,4,8,31.83,1200
5879,4,1,2.58,1200
5880,4,2,5.91,1200
5881,7,5,25.83,1200
5882,3,3,7.41,1200
5883,,,5.91,1200
5884,4,6,9.58,1200
5885,,,1.66,1200
5886,2,1,3.75,1200
5887,3,6,9.41,1200
5888,3,9,8,1200
5889,5,6,8.58,1200
5890,,,6.33,1100
5891,3,,3.91,1200
5892,7,4,5.16,1200
5893,7,1,13.08,1200
5894,,,0.41,1200
5895,,,30.75,1200
5896,,,8.41,1200
5897,7,3,20.41,1200
5898,6,4,9.91,1200
5899,6,5,5.16,1200
5900,4,9,14.33,1200
5901,2,4,6.83,1200
5902,4,5,1.58,1200
5903,3,1,4.16,1100
5904,4,9,26,1200
5905,5,2,24.75,1300
5906,7,5,1.41,1300
5907,5,8,2.33,1200
5908,5,6,3.66,1200
5909,5,8,32.41,1100
5910,1,4,1.5,1200
5911,,,4.91,1200
5912,7,3,20.5,1200
5913,3,4,9.83,1300
5914,5,9,7.33,1200
5915,2,1,7.33,1300
5916,5,3,23,1200
5917,2,3,9.41,1200
5918,3,7,9.58,1300
5919,2,5,4.08,1200
5920,,,1.41,1100
5921,3,9,14.83,1200
5922,3,7,8.75,1200
5923,4,5,21.41,1200
5924,6,3,1.83,1200
5925,3,6,12.33,1200
5926,5,8,12.41,1300
5927,,1,16.5,1200
5928,3,3,12.58,1200
5929,,,1.41,1300
5930,,,8.16,1200
5931,7,5,7.33,1200
5932,,,3.58,1200
5933,,,27.25,1200
5934,,,6.16,1200
5935,3,4,4.41,1200
5936,3,6,11.5,1200
5937,2,6,1.08,1300
5938,7,4,10.08,1200
5939,,,2.66,1100
5940,,,1.58,1200
5941,7,2,35.08,1300
5942,6,9,9.25,1200
5943,5,8,14.91,1200
5944,,,0.5,1200
5945,7,7,16.41,1200
5946,3,8,10.08,1200
5947,4,6,20.33,1200
5948,4,7,19.5,1200
5949,,,12.25,1200
5950,3,9,13.58,1200
5951,2,3,5.16,1300
5952,4,6,4.5,1100
5953,3,,0.41,1200
5954,,,15.75,1200
5955,3,5,3.41,1300
5956,3,4,12.16,1300
5957,,,2.58,1200
5958,4,5,12.91,1200
5959,,,12.91,1200
5960,5,9,9,1200
5961,1,1,6.66,1200
5962,5,7,7.75,1200
5963,,,0.25,1200
5964,3,3,10.08,1100
5965,,8,4.25,1200
5966,4,4,20.83,1300
5967,,,26.08,1100
5968,,,12.25,1100
5969,5,6,8.25,1300
5970,,,0.83,1200
5971,7,7,11.5,1200
5972,,5,17.58,1100
5973,,,6.83,1200
5974,2,3,13.58,1200
5975,,,7.16,1200
5976,7,5,18.58,1200
5977,4,7,14.16,1200
5978,2,3,27.58,1200
5979,5,6,17.16,1200
5980,2,8,8.58,1200
5981,,,6.41,1300
5982,,,27.91,1200
5983,4,1,3.5,1300
5984,7,2,26.83,1300
5985,,,17.91,1200
5986,4,5,12.08,1200
5987,4,8,0.66,1200
5988,3,2,0.91,1200
5989,3,8,14.16,1200
5990,,,13.16,1300
5991,3,3,1.33,1200
5992,3,3,13.33,1200
5993,,,1.25,1200
5994,5,7,19.33,1200
5995,3,5,0.33,1300
5996,5,7,6,1200
5997,,,7,1200
5998,,,7.08,1200
5999,7,4,14,1200
6000,,,1.5,1300
6001,,7,0.66,1200
6002,7,7,12.58,1200
6003,4,4,14.08,1200
6004,3,5,4.41,1200
6005,5,3,4,1200
6006,2,6,2.91,1200
6007,1,5,19.5,1200
6008,7,1,22.08,1300
6009,3,9,3.91,1200
6010,,,7.41,1300
6011,3,6,10.83,1200
6012,3,5,3.41,1100
6013,3,5,3.83,1200
6014,3,7,4.66,1200
6015,4,9,23.91,1200
6016,,,4,1300
6017,2,7,6.75,1200
6018,,9,2.58,1200
6019,5,5,5.16,1100
6020,,,16.41,1200
6021,7,2,12.25,1200
6022,7,6,19.75,1200
6023,4,9,20.5,1200
6024,3,1,2.91,1200
6025,6,6,13.66,1200
6026,7,1,21,1300
6027,,,6.58,1100
6028,3,8,10.25,1200
6029,6,5,7.75,1200
6030,7,,5.75,1200
6031,,,2.08,1200
6032,1,,2.16,1200
6033,,,5.58,1200
6034,3,2,7.33,1200
6035,4,6,7.91,1300
6036,2,5,5.08,1200
6037,4,9,25.41,1200
6038,,,2.08,1200
6039,3,5,5.83,1200
6040,,,4.66,1300
6041,2,3,5.5,1200
6042,5,5,24,1300
6043,,,2.5,1100
6044,7,4,38,1300
6045,3,9,6.58,1200
6046,2,6,11,1200
6047,6,1,8.83,1200
6048,4,6,1.5,1200
6049,5,5,32.66,1300
6050,5,7,10.75,1200
6051,2,5,1.33,1200
6052,5,3,4.08,1200
6053,,,9.41,1200
6054,2,7,5.66,1300
6055,5,5,7.5,1200
6056,,,2.08,1100
6057,,,10.91,1300
6058,7,4,2.08,1200
6059,5,1,30.91,1300
6060,4,6,14.83,1200
6061,3,3,3.5,1200
6062,2,7,5.08,1200
6063,2,7,1.91,1200
6064,4,1,12,1200
6065,4,4,24.58,1100
6066,5,6,2.41,1200
6067,4,5,25.91,1200
6068,4,6,4,1200
6069,,,1.83,1200
6070,7,1,14.58,1200
6071,,,6.08,1200
6072,3,3,4.16,1200
6073,2,4,1.83,1200
6074,6,9,3.75,1200
6075,3,6,3,1300
6076,2,3,1.25,1200
6077,5,6,27.83,1200
6078,2,8,1.83,1200
6079,4,5,15.33,1200
6080,2,6,6.66,1300
6081,6,9,12.83,1200
6082,6,7,31.08,1200
6083,6,1,26,1100
6084,,,13.5,1300
6085,2,6,8.33,1200
6086,5,3,7.16,1300
6087,4,5,12.75,1300
6088,3,,15.08,1200
6089,4,6,14.66,1200
6090,,,25.58,1200
6091,7,6,15.75,1200
6092,1,1,3.33,1200
6093,5,9,5.58,1200
6094,5,4,2.5,1300
6095,5,2,20.41,1200
6096,5,7,1.58,1200
6097,2,1,2.33,1200
6098,3,4,7.25,1200
6099,5,7,31.91,1200
6100,7,1,5.33,1200
6101,4,8,11.41,1200
6102,,,12.91,1300
6103,,,15.08,1200
6104,7,4,9.91,1200
6105,5,6,4.33,1200
6106,4,1,4.41,1200
6107,3,8,14.75,1200
6108,3,4,12,1100
6109,3,6,19.91,1200
6110,,,22.08,1200
6111,6,6,11.5,1200
6112,4,9,11.08,1200
6113,4,6,13,1200
6114,4,5,6.16,1100
6115,4,6,20.5,1100
6116,3,7,18.91,1200
6117,2,7,13.5,1200
6118,,,0.25,1200
6119,,,0.5,1200
6120,6,3,6.75,1200
6121,,,9.33,1200
6122,,,12.5,1300
6123,,,21.16,1100
6124,3,6,5.25,1200
6125,2,,1.5,1200
6126,,,13.25,1200
6127,7,6,22.08,1200
6128,,,4.66,1200
6129,6,2,14.66,1100
6130,6,6,4.41,1200
6131,4,9,5.5,1200
6132,,,17.16,1200
6133,3,1,12.66,1200
6134,4,4,26.5,1200
6135,3,7,8.33,1200
6136,,,4.41,1200
6137,1,1,7.66,1200
6138,,,4.91,1100
6139,6,2,15.66,1100
6140,2,3,4.16,1200
6141,4,7,3,1200
6142,4,7,6.08,1200
6143,3,4,2.41,1300
6144,4,5,2.66,1200
6145,2,1,4.66,1200
6146,3,8,4.16,1200
6147,3,4,16.08,1200
6148,,7,5,1300
6149,,,6.33,1100
6150,3,2,5.83,1200
6151,2,4,11.75,1200
6152,4,8,4.75,1200
6153,3,7,2.91,1200
6154,7,7,13.66,1300
6155,7,6,2.08,1100
6156,,,21.08,1200
6157,4,4,6.33,1300
6158,6,7,2.91,1200
6159,3,3,6.16,1200
6160,5,6,11.66,1200
6161,5,7,12.75,1300
6162,,,2.33,1200
6163,6,9,13.33,1200
6164,,,0.75,1200
6165,3,4,6.83,1100
6166,,,16,1300
6167,5,6,8.75,1200
6168,2,7,6.66,1200
6169,,3,0.25,1200
6170,3,1,0.91,1200
6171,7,6,20.33,1100
6172,5,8,9.58,1200
6173,2,3,2.16,1200
6174,,,4.41,1200
6175,,,4,1200
6176,3,6,25.08,1200
6177,5,1,18.66,1200
6178,5,6,5.66,1300
6179,,,6,1200
6180,4,3,1.25,1300
6181,2,7,3,1200
6182,,,10.83,1200
6183,,,2.16,1200
6184,5,8,4.41,1200
6185,6,2,3.16,1200
6186,2,3,3.58,1200
6187,3,4,2.91,1100
6188,3,8,18.41,1200
6189,3,6,15.08,1300
6190,,,5.5,1200
6191,4,8,7.25,1200
6192,6,3,7.58,1200
6193,3,6,4.25,1200
6194,,,4.25,1200
6195,,,6.75,1200
6196,4,1,1.58,1200
6197,6,5,1.41,1100
6198,3,9,11.91,1200
6199,4,1,8.58,1200
6200,2,7,5.16,1200
6201,4,6,16.75,1200
6202,2,4,2.08,1300
6203,4,6,27.08,1200
6204,4,5,2.16,1200
6205,5,6,11.25,1200
6206,6,6,30.58,1300
6207,2,2,4.58,1300
6208,5,5,15.33,1200
6209,,,0.41,1300
6210,4,6,7.5,1200
6211,2,8,7.5,1200
6212,4,9,6.75,1200
6213,2,8,3.33,1200
6214,5,3,18.91,1200
6215,4,6,7.83,1200
6216,3,6,5.41,1200
6217,,,8.75,1200
6218,,,7.75,1100
6219,6,4,1.5,1200
6220,4,4,2.16,1200
6221,,,31.33,1200
6222,5,9,29.75,1200
6223,7,7,17.66,1300
6224,4,6,7,1200
6225,5,1,1.66,1300
6226,6,5,10.83,1200
6227,3,9,5.41,1100
6228,4,6,4.75,1200
6229,,,17.41,1300
6230,5,6,3.75,1200
6231,4,9,6.75,1200
6232,,,2.41,1200
6233,,,5.33,1200
6234,3,9,3.58,1200
6235,3,7,1.25,1200
6236,,,1.91,1200
6237,2,6,4.41,1200
6238,7,1,22.08,1200
6239,6,7,3.25,1200
6240,,,0.75,1200
6241,1,3,0.41,1200
6242,2,6,1.41,1200
6243,5,7,9,1100
6244,4,8,10.16,1100
6245,2,7,2.75,1200
6246,6,5,4.5,1200
6247,3,8,16.41,1200
6248,,,4,1200
6249,4,9,10.66,1200
6250,3,8,0.75,1200
6251,1,3,3.5,1200
6252,3,9,10.75,1200
6253,4,7,7,1100
6254,6,5,3.83,1200
6255,3,1,4.08,1100
6256,4,3,20.91,1200
6257,7,1,23.58,1300
6258,4,3,9.91,1200
6259,3,7,7.58,1200
6260,6,7,6.08,1300
6261,1,5,4.83,1200
6262,6,4,0.66,1200
6263,,,4.5,1300
6264,2,8,4.66,1100
6265,7,3,0.66,1300
6266,4,4,27.25,1200
6267,4,6,3.91,1200
6268,,,21.08,1200
6269,,,20.08,1200
6270,6,,1.83,1200
6271,,,5.75,1200
6272,5,5,0.25,1200
6273,,,4.58,1300
6274,5,8,1.66,1200
6275,3,3,20.41,1300
6276,3,6,5.58,1200
6277,2,2,6.66,1300
6278,5,8,3.83,1300
6279,,,2.91,1300
6280,7,2,22.08,1200
6281,,,1.25,1300
6282,2,7,4.41,1300
6283,6,3,22.08,1300
6284,5,7,8.58,1200
6285,7,9,11.75,1200
6286,2,7,6.08,1300
6287,7,8,10.08,1200
6288,,,7.66,1200
6289,2,1,2,1200
6290,2,8,5.16,1200
6291,2,7,6.91,1200
6292,,,27.41,1200
6293,2,4,8.66,1200
6294,5,9,18.58,1200
6295,1,3,6.66,1200
6296,7,2,1.5,1200
6297,6,9,30.75,1200
6298,4,6,8,1200
6299,3,7,7.83,1300
6300,,,5.75,1200
6301,,,5.5,1200
6302,,,4.16,1300
6303,,,3.41,1200
6304,3,6,0.83,1200
6305,,,4.58,1200
6306,4,5,29.58,1300
6307,7,9,19.08,1200
6308,3,9,16.41,1200
6309,2,3,13.58,1200
6310,,,3.41,1200
6311,,1,1.83,1200
6312,6,3,0.33,1100
6313,5,3,7.33,1200
6314,3,1,3.83,1200
6315,,,4.41,1200
6316,6,9,30.66,1200
6317,7,4,23.66,1300
6318,3,9,8.33,1200
6319,6,6,30,1200
6320,5,6,33.66,1200
6321,1,6,1.75,1200
6322,3,6,3.08,1200
6323,4,6,3.25,1200
6324,1,3,8.16,1200
6325,4,6,8.91,1200
6326,7,9,15.75,1200
6327,,,7.25,1200
6328,4,7,3.91,1200
6329,3,4,5.33,1200
6330,7,1,7.41,1300
6331,4,7,2.5,1200
6332,2,8,11.66,1200
6333,,,8.08,1200
6334,,5,2,1200
6335,,,1.16,1200
6336,,,8.66,1200
6337,3,8,18.08,1200
6338,,,2.75,1200
6339,5,1,2.41,1200
6340,,6,5.5,1200
6341,3,6,10.5,1200
6342,3,6,16.5,1100
6343,,,7.5,1200
6344,1,6,3.75,1200
6345,6,3,0.16,1200
6346,2,6,10.41,1200
6347,,,30.75,1200
6348,,,16,1200
6349,3,5,5.75,1200
6350,5,9,12.41,1200
6351,2,1,7.41,1300
6352,2,1,4.91,1200
6353,1,,2.16,1200
6354,4,8,1.08,1300
6355,,,7,1300
6356,,,8.08,1100
6357,7,7,10.25,1200
6358,2,6,6.91,1200
6359,3,5,5.58,1200
6360,4,7,10.16,1200
6361,7,6,28.66,1200
6362,,6,6.5,1200
6363,6,7,11.91,1300
6364,,,2.66,1200
6365,2,7,1.91,1200
6366,7,8,11.58,1100
6367,3,6,3.66,1300
6368,5,5,0.66,1200
6369,3,7,8,1200
6370,,,31,1300
6371,3,9,10,1200
6372,7,6,19,1300
6373,3,6,14.66,1200
6374,3,5,0.66,1100
6375,,,19.66,1300
6376,7,9,10.25,1200
6377,6,1,5.75,1200
6378,5,8,9.75,1200
6379,3,7,10.75,1200
6380,3,5,20.91,1200
6381,,,2.75,1300
6382,6,7,19.25,1200
6383,2,3,15.66,1200
6384,,,2.08,1200
6385,4,4,12.66,1300
6386,5,4,9.83,1200
6387,,,5.41,1200
6388,2,4,33.66,1300
6389,,,3.5,1200
6390,,,5.66,1300
6391,4,5,5.75,1300
6392,4,4,22.58,1200
6393,,,0.16,1200
6394,5,6,10.83,1200
6395,7,9,2.5,1300
6396,3,,9.58,1200
6397,2,4,2.41,1200
6398,5,1,30.33,1100
6399,6,6,11.08,1300
6400,5,9,21.33,1200
6401,5,6,15.83,1200
6402,,5,4.66,1200
6403,7,1,25.75,1300
6404,,,8.25,1200
6405,,,6.08,1200
6406,,,7.5,1300
6407,4,8,7,1200
6408,,,14.83,1200
6409,4,6,5.5,1300
6410,3,4,2.41,1200
6411,,,14.66,1200
6412,,,6.5,1200
6413,,,8.66,1200
6414,2,3,4.33,1200
6415,2,9,6.91,1200
6416,7,5,18.75,1100
6417,6,6,3.58,1200
6418,3,7,4.91,1200
6419,4,8,23.75,1200
6420,2,7,4.25,1200
6421,6,1,6.08,1200
6422,2,6,9.58,1300
6423,3,,4.91,1300
6424,7,1,29.25,1100
6425,4,8,26,1200
6426,2,5,5.25,1200
6427,3,8,2,1200
6428,5,6,2.41,1200
6429,2,3,8.83,1200
6430,4,9,12.16,1300
6431,6,4,1.75,1200
6432,,,2.91,1200
6433,,,7.33,1200
6434,4,8,4.75,1200
6435,,,11.5,1200
6436,3,1,19.66,1300
6437,2,6,14.5,1200
6438,6,8,17.08,1200
6439,4,9,13.66,1200
6440,4,7,13.16,1200
6441,,,3.66,1200
6442,,,22.41,1200
6443,6,4,22.08,1200
6444,7,4,17.83,1200
6445,4,5,8.33,1300
6446,3,9,22.08,1200
6447,,,1.66,1100
6448,2,,3.08,1300
6449,,,6,1200
6450,2,7,6.41,1200
6451,2,6,9.5,1200
6452,6,7,29,1200
6453,6,6,26.83,1300
6454,5,2,18.66,1200
6455,,,16.83,1100
6456,,,0.33,1200
6457,3,1,1,1200
6458,,,1.33,1200
6459,4,6,9.83,1200
6460,5,7,23.75,1200
6461,,,1.75,1200
6462,7,7,17.83,1200
6463,,,8.91,1200
6464,,,1.83,1200
6465,,,1,1300
6466,4,6,14.91,1200
6467,2,6,2.16,1200
6468,,,1.75,1200
6469,1,1,1.58,1200
6470,2,,0.41,1200
6471,2,6,1.91,1200
6472,4,1,5.25,1200
6473,2,7,2.75,1200
6474,4,7,7.66,1200
6475,,,7.5,1200
6476,6,2,8.75,1200
6477,6,9,23.66,1200
6478,5,9,5.75,1100
6479,3,6,6.08,1200
6480,6,9,39.08,1200
6481,4,7,7.75,1200
6482,2,1,5.66,1200
6483,4,6,4.25,1200
6484,5,8,10.66,1200
6485,,,9.33,1200
6486,4,7,23.66,1200
6487,1,5,1.33,1200
6488,2,7,8.5,1200
6489,2,1,5.58,1200
6490,4,7,11.5,1200
6491,6,6,30.75,1200
6492,2,7,7.41,1200
6493,,,1.66,1200
6494,2,5,2.33,1100
6495,,,7.33,1200
6496,7,6,1.83,1100
6497,6,7,8.58,1100
6498,2,6,3.25,1200
6499,,,2.41,1300
6500,,,14.66,1200
6501,5,9,10.66,1200
6502,1,3,6.66,1300
6503,2,9,8.5,1200
6504,6,9,4.5,1200
6505,3,5,3.25,1300
6506,,,1.16,1200
6507,4,1,2.83,1200
6508,6,3,5.08,1200
6509,,,15,1200
6510,5,8,28.66,1200
6511,4,6,16.58,1300
6512,4,9,11.58,1200
6513,,,1.58,1300
6514,2,1,6.33,1300
6515,4,9,24.08,1200
6516,4,8,2.66,1200
6517,4,6,14.58,1200
6518,6,1,8.58,1100
6519,5,4,11.91,1200
6520,6,6,14.91,1200
6521,4,3,14.58,1200
6522,3,9,3.16,1200
6523,5,9,10.75,1200
6524,2,3,1.91,1300
6525,3,9,0.25,1100
6526,7,3,3.91,1200
6527,5,6,1.58,1100
6528,6,4,5.41,1200
6529,2,4,3.25,1100
6530,,,40.25,1200
6531,,,2.58,1200
6532,3,3,7.33,1200
6533,4,7,11.91,1200
6534,1,6,5.83,1200
6535,6,9,34.5,1300
6536,3,3,13.66,1200
6537,7,6,5.33,1200
6538,3,7,12.66,1200
6539,4,9,4.75,1200
6540,4,6,4.08,1200
6541,3,9,1.33,1200
6542,,,23.5,1200
6543,3,4,3.91,1200
6544,7,1,29.08,1300
6545,5,5,1.66,1200
6546,4,7,9.66,1200
6547,2,4,4.41,1200
6548,7,1,21.08,1200
6549,1,1,1.5,1200
6550,7,6,28.16,1100
6551,,,15.16,1200
6552,,,21.08,1200
6553,,3,5.5,1300
6554,2,3,1.16,1200
6555,2,6,0.5,1200
6556,3,5,1,1300
6557,2,3,3.41,1100
6558,2,1,1,1200
6559,,,9.91,1300
6560,,,5.83,1200
6561,4,4,11.41,1200
6562,3,7,6.66,1200
6563,7,3,34.75,1100
6564,2,5,15.25,1200
6565,4,5,8.75,1200
6566,2,8,2.75,1200
6567,5,6,6.91,1100
6568,4,9,23.41,1200
6569,2,,0.41,1200
6570,,,1.91,1200
6571,2,8,4,1200
6572,,,1.58,1300
6573,5,9,3.66,1200
6574,2,1,4.33,1100
6575,6,3,15.66,1200
6576,4,5,12.41,1200
6577,3,7,1.91,1200
6578,4,,22.08,1200
6579,6,1,6.41,1200
6580,3,9,7.66,1200
6581,5,6,32.25,1100
6582,3,6,3.25,1100
6583,3,1,2.16,1200
6584,4,5,14.25,1200
6585,3,4,10.08,1200
6586,5,6,5.5,1200
6587,5,6,22.5,1100
6588,,,6,1200
6589,4,5,4.33,1200
6590,2,1,9.66,1300
6591,,,22,1200
6592,,,1,1200
6593,,,0.66,1200
6594,3,3,7.41,1200
6595,3,7,2.25,1200
6596,1,,2.91,1200
6597,,,27.75,1300
6598,5,7,10.25,1200
6599,,,22.33,1200
6600,6,,25.66,1200
6601,,,2.58,1200
6602,5,5,39.83,1100
6603,4,6,3.91,1200
6604,,,6.58,1200
6605,3,,22.66,1200
6606,,,8.83,1200
6607,6,3,29,1200
6608,4,6,11.41,1300
6609,4,8,30.16,1200
6610,5,4,24.91,1200
6611,,,1.66,1200
6612,,,1.16,1200
6613,,,3.58,1300
6614,,,1.33,1200
6615,3,7,6.75,1200
6616,5,7,31.83,1200
6617,4,9,23.5,1200
6618,4,1,11.25,1200
6619,4,9,21,1200
6620,3,4,3.75,1100
6621,2,9,7.41,1200
6622,5,4,0.41,1200
6623,2,1,2.08,1200
6624,,,7.83,1200
6625,5,6,0.41,1300
6626,3,4,7.08,1200
6627,4,8,5.75,1200
6628,5,6,26.33,1200
6629,4,6,12.5,1200
6630,,,9.25,1100
6631,4,4,13.5,1200
6632,3,2,19.08,1100
6633,6,4,1.83,1200
6634,2,4,7.41,1200
6635,1,1,1.66,1100
6636,4,5,21.16,1200
6637,3,8,1.41,1200
6638,2,7,2.16,1200
6639,4,7,14.25,1200
6640,5,5,2.91,1100
6641,,,5.41,1200
6642,4,6,8.41,1200
6643,,,2.08,1100
6644,,,22.91,1200
6645,,,9.08,1200
6646,,,1.08,1200
6647,4,8,15.91,1200
6648,7,3,15.5,1300
6649,6,1,30.83,1100
6650,4,9,4.33,1300
6651,,,30.16,1100
6652,,,7.83,1200
6653,,,9.16,1200
6654,,,9.41,1200
6655,1,3,8.66,1200
6656,5,9,9.83,1300
6657,,,2.41,1300
6658,3,9,39.16,1200
6659,6,7,20.91,1200
6660,7,1,6,1200
6661,4,3,8.08,1200
6662,,,35.08,1200
6663,3,6,13.66,1200
6664,2,4,4.75,1300
6665,7,6,10.16,1300
6666,,,2.66,1200
6667,,,33.58,1200
6668,3,5,6.5,1300
6669,5,6,14.91,1200
6670,6,1,1.58,1100
6671,3,6,6.58,1200
6672,7,3,1.08,1200
6673,7,5,14.5,1200
6674,6,9,26.91,1200
6675,,,3.75,1200
6676,2,3,4.75,1200
6677,2,9,4.25,1200
6678,4,9,9.66,1200
6679,,,7.41,1200
6680,2,3,4.33,1200
6681,,,24.08,1200
6682,,3,3.33,1200
6683,4,6,1.33,1200
6684,,,1.16,1200
6685,3,9,1.16,1200
6686,4,3,16.75,1200
6687,,,5.41,1100
6688,,,1.91,1100
6689,,,0.5,1200
6690,3,6,9.33,1300
6691,3,9,4,1200
6692,,,7.33,1300
6693,2,1,0.25,1200
6694,2,,2.33,1200
6695,7,3,18,1200
6696,,,18.16,1200
